maintenance_id,truck_id,maintenance_date,maintenance_type,odometer_reading,labor_hours,labor_cost,parts_cost,total_cost,facility_location,downtime_hours,service_description
MAINT00000768,TRK00064,2022-10-11,Repair,621237,7.1,650.49,2909.34,3559.83,Milwaukee,3.6,Routine Repair
MAINT00000769,TRK00037,2022-10-11,Inspection,135687,2.4,250.79,47.15,297.94,New York,34.5,Emergency Inspection
MAINT00000770,TRK00117,2022-10-11,Tire,718111,4.1,485.43,866.97,1352.4,Milwaukee,28.3,Routine Tire
MAINT00000771,TRK00086,2022-10-12,Inspection,445942,1.2,118.74,90.87,209.61,Indianapolis,4.6,Emergency Inspection
MAINT00000772,TRK00062,2022-10-12,Engine,594451,4.7,551.93,2432.42,2984.35,Denver,39.7,Emergency Engine
MAINT00000773,TRK00048,2022-10-13,Tire,688354,2.0,225.91,1665.23,1891.14,Milwaukee,20.6,Routine Tire
MAINT00000774,TRK00045,2022-10-13,Tire,152755,2.4,271.35,221.74,493.09,New York,3.0,Scheduled Tire
MAINT00000775,TRK00008,2022-10-14,Tire,317093,2.2,249.77,2740.36,2990.13,Charlotte,32.8,Routine Tire
MAINT00000776,TRK00038,2022-10-14,Preventive,559255,3.5,337.46,1282.38,1619.84,Charlotte,28.0,Scheduled Preventive
MAINT00000777,TRK00005,2022-10-14,Repair,603165,1.1,110.74,1817.89,1928.63,Houston,41.4,Routine Repair
MAINT00000778,TRK00095,2022-10-14,Transmission,704030,6.2,730.68,657.4,1388.08,New York,42.3,Routine Transmission
MAINT00000779,TRK00017,2022-10-15,Tire,158129,7.6,876.91,1675.16,2552.07,Charlotte,8.8,Emergency Tire
MAINT00000780,TRK00006,2022-10-15,Inspection,491076,4.1,397.63,86.31,483.94,Detroit,31.9,Scheduled Inspection
MAINT00000781,TRK00012,2022-10-16,Transmission,699666,6.7,614.92,3330.46,3945.38,Los Angeles,11.6,Routine Transmission
MAINT00000782,TRK00047,2022-10-17,Repair,625012,1.6,186.99,2373.6,2560.59,Houston,41.6,Emergency Repair
MAINT00000783,TRK00100,2022-10-17,Repair,336763,0.5,48.44,3333.95,3382.39,Chicago,21.7,Emergency Repair
MAINT00000784,TRK00047,2022-10-17,Tire,173514,1.4,131.89,392.68,524.57,Houston,8.2,Scheduled Tire
MAINT00000785,TRK00063,2022-10-17,Brake,139288,3.6,370.85,2804.81,3175.66,Milwaukee,11.1,Emergency Brake
MAINT00000786,TRK00068,2022-10-17,Tire,707091,0.6,71.66,2696.78,2768.44,Milwaukee,2.6,Scheduled Tire
MAINT00000787,TRK00065,2022-10-17,Preventive,720978,2.0,218.26,1038.95,1257.21,Oklahoma City,5.3,Routine Preventive
MAINT00000788,TRK00064,2022-10-18,Inspection,151823,4.4,399.7,83.25,482.95,Detroit,19.0,Scheduled Inspection
MAINT00000789,TRK00075,2022-10-18,Tire,223133,1.7,203.13,571.03,774.16,Phoenix,2.9,Routine Tire
MAINT00000790,TRK00065,2022-10-18,Preventive,721145,7.8,819.2,1965.07,2784.27,Omaha,29.1,Emergency Preventive
MAINT00000791,TRK00074,2022-10-19,Preventive,190425,7.8,946.94,1185.27,2132.21,Kansas City,31.5,Routine Preventive
MAINT00000792,TRK00025,2022-10-19,Inspection,523289,5.0,575.45,89.95,665.4,Oklahoma City,9.5,Scheduled Inspection
MAINT00000793,TRK00017,2022-10-19,Engine,627565,3.3,356.29,458.01,814.3,Portland,18.5,Emergency Engine
MAINT00000794,TRK00048,2022-10-19,Tire,297549,7.3,793.33,851.45,1644.78,Denver,2.2,Scheduled Tire
MAINT00000795,TRK00070,2022-10-20,Engine,447959,3.0,370.4,1787.54,2157.94,New York,13.5,Scheduled Engine
MAINT00000796,TRK00019,2022-10-20,Brake,229836,1.2,148.44,496.96,645.4,Oklahoma City,7.9,Emergency Brake
MAINT00000797,TRK00091,2022-10-20,Inspection,447629,3.1,270.82,141.44,412.26,Kansas City,3.2,Routine Inspection
MAINT00000798,TRK00111,2022-10-21,Tire,63210,2.7,239.79,2797.54,3037.33,Salt Lake City,35.0,Routine Tire
MAINT00000799,TRK00099,2022-10-21,Engine,73697,3.5,315.83,1734.9,2050.73,Denver,10.8,Routine Engine
MAINT00000800,TRK00101,2022-10-22,Preventive,620713,3.6,412.8,2793.05,3205.85,Las Vegas,2.9,Routine Preventive
MAINT00000801,TRK00037,2022-10-22,Brake,309459,4.4,512.81,426.04,938.85,Detroit,46.6,Routine Brake
MAINT00000802,TRK00035,2022-10-22,Inspection,503591,1.3,154.38,54.63,209.01,Atlanta,24.9,Emergency Inspection
MAINT00000803,TRK00074,2022-10-22,Brake,142904,2.6,247.55,3109.61,3357.16,Chicago,39.9,Emergency Brake
MAINT00000804,TRK00093,2022-10-23,Inspection,481056,0.7,76.97,123.66,200.63,Denver,14.6,Emergency Inspection
MAINT00000805,TRK00030,2022-10-23,Repair,153372,5.7,667.62,739.0,1406.62,Oklahoma City,3.3,Routine Repair
MAINT00000806,TRK00014,2022-10-23,Brake,453607,5.4,466.83,1130.7,1597.53,Chicago,42.7,Scheduled Brake
MAINT00000807,TRK00088,2022-10-23,Repair,734034,5.6,668.48,1992.84,2661.32,Nashville,18.0,Routine Repair
MAINT00000808,TRK00033,2022-10-24,Engine,257173,4.9,524.3,2391.96,2916.26,Nashville,36.0,Scheduled Engine
MAINT00000809,TRK00050,2022-10-24,Preventive,457159,4.1,456.01,261.03,717.04,New York,44.8,Emergency Preventive
MAINT00000810,TRK00097,2022-10-24,Tire,157821,3.5,430.57,1740.28,2170.85,Phoenix,39.2,Routine Tire
MAINT00000811,TRK00110,2022-10-24,Tire,141957,6.7,693.28,158.55,851.83,Los Angeles,13.0,Routine Tire
MAINT00000812,TRK00020,2022-10-25,Engine,731112,1.5,160.63,751.25,911.88,Salt Lake City,24.0,Emergency Engine
MAINT00000813,TRK00065,2022-10-25,Repair,567446,6.1,756.96,2298.38,3055.34,Los Angeles,27.2,Routine Repair
MAINT00000814,TRK00055,2022-10-25,Preventive,597829,6.2,529.99,1422.53,1952.52,Milwaukee,42.7,Emergency Preventive
MAINT00000815,TRK00052,2022-10-26,Preventive,377835,1.8,158.38,1227.91,1386.29,Phoenix,8.8,Scheduled Preventive
MAINT00000816,TRK00105,2022-10-26,Engine,241236,5.0,499.41,3193.37,3692.78,Milwaukee,29.8,Routine Engine
MAINT00000817,TRK00098,2022-10-26,Repair,240829,0.6,58.79,2711.02,2769.81,Las Vegas,13.5,Scheduled Repair
MAINT00000818,TRK00036,2022-10-27,Engine,716900,3.3,351.55,687.92,1039.47,Detroit,45.6,Scheduled Engine
MAINT00000819,TRK00106,2022-10-27,Brake,62404,5.4,499.92,983.49,1483.41,Detroit,14.3,Emergency Brake
MAINT00000820,TRK00001,2022-10-28,Repair,363314,2.5,257.41,773.49,1030.9,Kansas City,17.1,Routine Repair
MAINT00000821,TRK00079,2022-10-28,Preventive,255691,1.7,152.51,71.37,223.88,Seattle,26.8,Routine Preventive
MAINT00000822,TRK00024,2022-10-28,Engine,740647,6.1,524.53,623.35,1147.88,Phoenix,40.7,Routine Engine
MAINT00000823,TRK00054,2022-10-28,Preventive,106226,2.8,325.53,2349.83,2675.36,Milwaukee,27.9,Scheduled Preventive
MAINT00000824,TRK00102,2022-10-29,Tire,582493,7.0,605.52,1272.4,1877.92,Memphis,25.4,Emergency Tire
MAINT00000825,TRK00025,2022-10-29,Inspection,734898,3.3,287.71,129.88,417.59,Phoenix,46.8,Scheduled Inspection
MAINT00000826,TRK00063,2022-10-29,Brake,225769,3.0,270.33,2264.98,2535.31,Los Angeles,12.3,Emergency Brake
MAINT00000827,TRK00093,2022-10-30,Inspection,220367,1.9,223.46,69.2,292.66,Philadelphia,25.7,Routine Inspection
MAINT00000828,TRK00066,2022-10-30,Inspection,576447,4.6,551.41,59.96,611.37,Chicago,22.9,Routine Inspection
MAINT00000829,TRK00001,2022-10-30,Brake,327529,5.6,493.88,219.85,713.73,Detroit,41.6,Scheduled Brake
MAINT00000830,TRK00088,2022-10-30,Engine,62307,6.1,761.94,2055.76,2817.7,Seattle,35.7,Scheduled Engine
MAINT00000831,TRK00103,2022-10-31,Preventive,148933,4.9,534.54,409.0,943.54,Los Angeles,39.2,Scheduled Preventive
MAINT00000832,TRK00059,2022-10-31,Preventive,443475,1.8,177.84,3416.25,3594.09,Kansas City,46.2,Routine Preventive
MAINT00000833,TRK00087,2022-11-01,Brake,531758,2.7,299.5,1113.64,1413.14,Oklahoma City,31.8,Routine Brake
MAINT00000834,TRK00119,2022-11-01,Tire,300711,1.1,121.57,3214.81,3336.38,Salt Lake City,44.8,Scheduled Tire
MAINT00000835,TRK00045,2022-11-02,Engine,457513,5.7,511.56,266.39,777.95,Atlanta,16.3,Routine Engine
MAINT00000836,TRK00001,2022-11-03,Repair,174199,2.8,332.69,1770.35,2103.04,Philadelphia,25.2,Emergency Repair
MAINT00000837,TRK00077,2022-11-03,Engine,681446,4.1,374.88,2122.96,2497.84,Portland,6.3,Emergency Engine
MAINT00000838,TRK00120,2022-11-03,Transmission,356858,1.2,114.34,2310.94,2425.28,Houston,35.7,Emergency Transmission
MAINT00000839,TRK00029,2022-11-04,Inspection,105532,7.6,667.67,133.11,800.78,Detroit,18.0,Routine Inspection
MAINT00000840,TRK00061,2022-11-05,Transmission,215324,6.4,595.49,1428.5,2023.99,Minneapolis,24.5,Scheduled Transmission
MAINT00000841,TRK00057,2022-11-05,Preventive,385555,4.5,476.42,2018.02,2494.44,Miami,18.4,Scheduled Preventive
MAINT00000842,TRK00043,2022-11-05,Preventive,573016,0.9,87.21,425.12,512.33,Minneapolis,26.7,Scheduled Preventive
MAINT00000843,TRK00009,2022-11-07,Tire,222694,4.4,504.26,735.14,1239.4,Houston,42.5,Scheduled Tire
MAINT00000844,TRK00095,2022-11-07,Repair,516236,0.6,52.55,1684.6,1737.15,Memphis,44.7,Scheduled Repair
MAINT00000845,TRK00048,2022-11-08,Engine,64465,6.2,669.85,2068.65,2738.5,New York,17.7,Emergency Engine
MAINT00000846,TRK00038,2022-11-09,Preventive,87587,6.1,734.48,3086.65,3821.13,Columbus,26.3,Scheduled Preventive
MAINT00000847,TRK00083,2022-11-10,Engine,714816,4.2,428.56,295.16,723.72,Miami,17.8,Emergency Engine
MAINT00000848,TRK00034,2022-11-10,Engine,749430,6.7,599.49,216.04,815.53,Kansas City,45.8,Emergency Engine
MAINT00000849,TRK00041,2022-11-10,Preventive,620125,7.9,765.22,2856.75,3621.97,Los Angeles,7.5,Routine Preventive
MAINT00000850,TRK00019,2022-11-11,Inspection,731738,3.7,385.87,148.1,533.97,Memphis,27.1,Scheduled Inspection
MAINT00000851,TRK00086,2022-11-11,Tire,290834,5.2,595.25,3037.64,3632.89,Minneapolis,33.0,Emergency Tire
MAINT00000852,TRK00019,2022-11-11,Engine,580887,3.7,429.7,391.92,821.62,Indianapolis,18.2,Scheduled Engine
MAINT00000853,TRK00061,2022-11-12,Preventive,667899,3.5,377.15,2994.0,3371.15,Chicago,18.1,Routine Preventive
MAINT00000854,TRK00022,2022-11-12,Brake,561500,6.9,642.21,925.84,1568.05,Milwaukee,3.6,Routine Brake
MAINT00000855,TRK00025,2022-11-14,Transmission,394394,0.6,61.42,1604.85,1666.27,Indianapolis,25.5,Scheduled Transmission
MAINT00000856,TRK00047,2022-11-14,Tire,186207,4.5,543.71,583.25,1126.96,Salt Lake City,13.3,Scheduled Tire
MAINT00000857,TRK00044,2022-11-14,Engine,235058,6.1,741.93,1734.91,2476.84,Denver,37.7,Scheduled Engine
MAINT00000858,TRK00105,2022-11-15,Transmission,451028,1.4,138.45,1490.69,1629.14,Phoenix,25.5,Scheduled Transmission
MAINT00000859,TRK00077,2022-11-15,Brake,673917,7.8,940.38,75.22,1015.6,Milwaukee,21.6,Routine Brake
MAINT00000860,TRK00112,2022-11-15,Brake,303644,2.3,268.79,3321.56,3590.35,Portland,24.4,Emergency Brake
MAINT00000861,TRK00056,2022-11-15,Engine,700675,2.5,236.94,899.16,1136.1,Los Angeles,34.3,Scheduled Engine
MAINT00000862,TRK00064,2022-11-15,Repair,221598,2.4,225.63,2356.12,2581.75,Charlotte,5.5,Scheduled Repair
MAINT00000863,TRK00049,2022-11-16,Preventive,378095,4.1,412.56,800.91,1213.47,Atlanta,43.5,Scheduled Preventive
MAINT00000864,TRK00020,2022-11-16,Preventive,608206,4.1,439.23,1785.07,2224.3,Los Angeles,36.0,Scheduled Preventive
MAINT00000865,TRK00089,2022-11-17,Preventive,428999,5.1,634.43,2592.56,3226.99,Charlotte,3.6,Scheduled Preventive
MAINT00000866,TRK00094,2022-11-17,Brake,657373,0.7,63.18,2416.34,2479.52,Salt Lake City,18.1,Routine Brake
MAINT00000867,TRK00065,2022-11-17,Preventive,224690,5.2,605.46,266.41,871.87,Milwaukee,24.6,Emergency Preventive
MAINT00000868,TRK00103,2022-11-17,Inspection,719890,4.5,402.43,33.8,436.23,Houston,43.4,Routine Inspection
MAINT00000869,TRK00112,2022-11-18,Engine,496865,4.0,448.53,2813.2,3261.73,Los Angeles,25.3,Routine Engine
MAINT00000870,TRK00025,2022-11-18,Tire,174718,7.3,908.15,100.74,1008.89,Phoenix,45.9,Emergency Tire
MAINT00000871,TRK00022,2022-11-18,Repair,718029,6.8,736.8,142.71,879.51,Nashville,18.5,Routine Repair
MAINT00000872,TRK00021,2022-11-18,Brake,75135,6.0,568.03,2223.35,2791.38,Miami,34.0,Scheduled Brake
MAINT00000873,TRK00040,2022-11-18,Inspection,646110,2.2,215.85,53.03,268.88,Los Angeles,33.8,Emergency Inspection
MAINT00000874,TRK00067,2022-11-19,Repair,148810,4.8,598.22,1881.66,2479.88,New York,18.7,Scheduled Repair
MAINT00000875,TRK00095,2022-11-19,Brake,248764,1.8,214.16,3098.27,3312.43,Omaha,10.7,Scheduled Brake
MAINT00000876,TRK00027,2022-11-19,Repair,728505,4.0,378.5,2959.28,3337.78,Phoenix,46.6,Scheduled Repair
MAINT00000877,TRK00053,2022-11-19,Transmission,749310,5.4,509.63,1429.75,1939.38,Las Vegas,23.8,Emergency Transmission
MAINT00000878,TRK00027,2022-11-20,Tire,280781,4.5,557.09,783.21,1340.3,Chicago,38.4,Scheduled Tire
MAINT00000879,TRK00070,2022-11-20,Transmission,394602,2.9,255.31,238.48,493.79,Houston,8.4,Emergency Transmission
MAINT00000880,TRK00061,2022-11-20,Preventive,656239,2.3,260.0,1348.06,1608.06,Las Vegas,36.1,Routine Preventive
MAINT00000881,TRK00014,2022-11-20,Brake,512564,2.8,248.82,1619.46,1868.28,Omaha,11.6,Emergency Brake
MAINT00000882,TRK00113,2022-11-20,Repair,601275,4.2,425.71,2879.34,3305.05,Indianapolis,41.0,Routine Repair
MAINT00000883,TRK00004,2022-11-21,Tire,128000,7.3,623.48,85.97,709.45,Atlanta,35.1,Emergency Tire
MAINT00000884,TRK00022,2022-11-21,Engine,111845,7.9,743.96,1133.29,1877.25,Oklahoma City,33.0,Routine Engine
MAINT00000885,TRK00057,2022-11-21,Brake,440944,4.1,456.56,2587.68,3044.24,Milwaukee,17.3,Emergency Brake
MAINT00000886,TRK00071,2022-11-21,Engine,176349,1.2,113.27,1905.77,2019.04,Minneapolis,5.5,Emergency Engine
MAINT00000887,TRK00049,2022-11-22,Engine,194952,5.0,564.74,2330.26,2895.0,New York,19.6,Routine Engine
MAINT00000888,TRK00082,2022-11-22,Tire,212883,1.3,152.73,3227.39,3380.12,Oklahoma City,41.7,Scheduled Tire
MAINT00000889,TRK00081,2022-11-23,Brake,743455,7.5,789.88,1933.26,2723.14,Milwaukee,46.4,Scheduled Brake
MAINT00000890,TRK00034,2022-11-23,Inspection,217455,0.5,47.84,112.78,160.62,Dallas,27.3,Emergency Inspection
MAINT00000891,TRK00080,2022-11-24,Tire,626606,7.1,677.61,203.29,880.9,Portland,5.7,Scheduled Tire
MAINT00000892,TRK00014,2022-11-24,Preventive,331312,3.3,408.24,2418.38,2826.62,Salt Lake City,14.1,Routine Preventive
MAINT00000893,TRK00086,2022-11-24,Preventive,355755,4.8,590.02,1231.3,1821.32,Phoenix,18.4,Scheduled Preventive
MAINT00000894,TRK00055,2022-11-25,Transmission,405542,6.5,566.51,1754.07,2320.58,Milwaukee,8.6,Emergency Transmission
MAINT00000895,TRK00063,2022-11-25,Tire,129102,7.3,779.1,3396.14,4175.24,Houston,41.0,Scheduled Tire
MAINT00000896,TRK00021,2022-11-25,Preventive,247752,6.4,783.55,1180.39,1963.94,Nashville,45.8,Routine Preventive
MAINT00000897,TRK00073,2022-11-26,Brake,477298,2.0,220.47,1599.99,1820.46,Milwaukee,3.4,Scheduled Brake
MAINT00000898,TRK00011,2022-11-27,Engine,567822,5.5,492.0,2975.6,3467.6,Oklahoma City,24.1,Scheduled Engine
MAINT00000899,TRK00110,2022-11-27,Transmission,227393,2.6,222.86,2348.07,2570.93,Houston,12.4,Scheduled Transmission
MAINT00000900,TRK00057,2022-11-28,Repair,82349,2.4,208.61,1254.67,1463.28,New York,6.8,Routine Repair
MAINT00000901,TRK00105,2022-11-28,Inspection,702960,4.2,432.82,22.08,454.9,Minneapolis,23.9,Emergency Inspection
MAINT00000902,TRK00018,2022-11-29,Transmission,401280,3.1,293.6,868.0,1161.6,Indianapolis,30.2,Emergency Transmission
MAINT00000903,TRK00004,2022-11-29,Engine,467886,4.8,497.63,2082.73,2580.36,Chicago,4.5,Routine Engine
MAINT00000904,TRK00033,2022-11-29,Preventive,215720,2.9,335.99,1340.17,1676.16,Charlotte,6.0,Scheduled Preventive
MAINT00000905,TRK00114,2022-11-30,Repair,501425,4.5,404.38,1124.33,1528.71,Philadelphia,9.8,Emergency Repair
MAINT00000906,TRK00042,2022-11-30,Repair,550254,7.5,848.47,1468.46,2316.93,Las Vegas,37.5,Routine Repair
MAINT00000907,TRK00054,2022-11-30,Engine,622284,0.8,74.1,1548.6,1622.7,Columbus,13.9,Routine Engine
MAINT00000908,TRK00110,2022-12-02,Brake,340139,7.8,851.27,2204.03,3055.3,Seattle,23.6,Emergency Brake
MAINT00000909,TRK00045,2022-12-02,Repair,347289,0.8,72.75,2605.26,2678.01,Kansas City,8.9,Routine Repair
MAINT00000910,TRK00023,2022-12-02,Tire,664400,1.6,177.96,1355.67,1533.63,Portland,23.3,Routine Tire
MAINT00000911,TRK00023,2022-12-02,Repair,729619,6.3,692.1,1519.08,2211.18,Philadelphia,29.3,Emergency Repair
MAINT00000912,TRK00082,2022-12-04,Transmission,232140,7.8,818.23,1228.2,2046.43,New York,3.0,Routine Transmission
MAINT00000913,TRK00051,2022-12-04,Transmission,238317,5.5,684.5,2529.34,3213.84,Phoenix,37.6,Scheduled Transmission
MAINT00000914,TRK00096,2022-12-05,Repair,161893,0.7,82.58,2114.48,2197.06,Oklahoma City,20.0,Scheduled Repair
MAINT00000915,TRK00060,2022-12-06,Inspection,208762,2.9,318.07,29.71,347.78,Oklahoma City,16.8,Routine Inspection
MAINT00000916,TRK00095,2022-12-06,Repair,146886,3.7,408.82,2574.49,2983.31,Philadelphia,6.2,Routine Repair
MAINT00000917,TRK00073,2022-12-06,Brake,526591,1.6,175.8,2145.29,2321.09,Chicago,29.5,Emergency Brake
MAINT00000918,TRK00103,2022-12-07,Preventive,687917,5.0,567.07,1603.63,2170.7,Salt Lake City,31.7,Emergency Preventive
MAINT00000919,TRK00034,2022-12-08,Tire,588799,5.1,447.51,889.28,1336.79,Oklahoma City,14.0,Scheduled Tire
MAINT00000920,TRK00054,2022-12-09,Engine,413599,8.0,968.89,2025.09,2993.98,Oklahoma City,3.0,Emergency Engine
MAINT00000921,TRK00004,2022-12-09,Repair,561397,0.9,92.63,1557.67,1650.3,Oklahoma City,43.1,Routine Repair
MAINT00000922,TRK00118,2022-12-09,Tire,455157,4.2,492.84,3310.57,3803.41,Los Angeles,37.4,Scheduled Tire
MAINT00000923,TRK00033,2022-12-11,Engine,554823,3.0,305.05,696.26,1001.31,Houston,43.5,Routine Engine
MAINT00000924,TRK00059,2022-12-11,Repair,215394,2.5,257.83,1438.67,1696.5,Philadelphia,18.8,Routine Repair
MAINT00000925,TRK00006,2022-12-11,Repair,430288,2.1,237.72,2735.25,2972.97,Philadelphia,24.0,Emergency Repair
MAINT00000926,TRK00111,2022-12-11,Preventive,422186,4.9,577.39,1841.72,2419.11,Nashville,17.3,Emergency Preventive
MAINT00000927,TRK00103,2022-12-12,Inspection,356147,2.3,273.58,99.23,372.81,Chicago,27.7,Routine Inspection
MAINT00000928,TRK00013,2022-12-12,Repair,69846,4.4,411.53,1542.11,1953.64,Houston,36.7,Emergency Repair
MAINT00000929,TRK00119,2022-12-12,Inspection,152094,1.9,176.85,102.09,278.94,Minneapolis,13.2,Emergency Inspection
MAINT00000930,TRK00055,2022-12-13,Brake,630771,4.1,478.48,3481.92,3960.4,Los Angeles,18.3,Emergency Brake
MAINT00000931,TRK00107,2022-12-13,Transmission,404561,1.9,216.26,566.67,782.93,Charlotte,27.4,Emergency Transmission
MAINT00000932,TRK00099,2022-12-13,Engine,350802,7.3,892.62,2211.78,3104.4,Seattle,15.9,Scheduled Engine
MAINT00000933,TRK00021,2022-12-13,Brake,670461,3.8,462.56,2219.1,2681.66,Indianapolis,22.1,Emergency Brake
MAINT00000934,TRK00071,2022-12-13,Brake,378147,6.2,619.87,1209.14,1829.01,Houston,30.3,Emergency Brake
MAINT00000935,TRK00106,2022-12-14,Transmission,172109,6.0,604.44,3181.21,3785.65,Memphis,21.5,Scheduled Transmission
MAINT00000936,TRK00067,2022-12-14,Inspection,565075,3.6,338.76,111.63,450.39,Chicago,13.5,Scheduled Inspection
MAINT00000937,TRK00060,2022-12-14,Transmission,379534,5.5,498.67,1235.1,1733.77,Columbus,13.4,Emergency Transmission
MAINT00000938,TRK00109,2022-12-15,Tire,410756,3.4,386.9,1586.02,1972.92,Los Angeles,37.5,Routine Tire
MAINT00000939,TRK00073,2022-12-15,Repair,601160,6.8,655.93,2042.82,2698.75,Las Vegas,32.0,Emergency Repair
MAINT00000940,TRK00106,2022-12-15,Inspection,207175,7.2,689.42,111.68,801.1,Las Vegas,39.1,Emergency Inspection
MAINT00000941,TRK00003,2022-12-15,Brake,311782,4.2,391.14,407.28,798.42,Los Angeles,21.7,Routine Brake
MAINT00000942,TRK00114,2022-12-15,Brake,544698,2.7,322.98,562.34,885.32,Indianapolis,38.8,Scheduled Brake
MAINT00000943,TRK00050,2022-12-16,Brake,112023,2.5,265.32,993.43,1258.75,Columbus,13.6,Emergency Brake
MAINT00000944,TRK00005,2022-12-16,Inspection,722835,3.1,342.45,61.64,404.09,Salt Lake City,38.4,Emergency Inspection
MAINT00000945,TRK00063,2022-12-17,Tire,126076,5.4,660.43,2123.31,2783.74,Detroit,22.5,Routine Tire
MAINT00000946,TRK00026,2022-12-17,Brake,708474,2.7,297.56,2879.65,3177.21,Miami,26.1,Scheduled Brake
MAINT00000947,TRK00112,2022-12-17,Brake,207553,7.6,931.66,2187.42,3119.08,Nashville,30.1,Routine Brake
MAINT00000948,TRK00006,2022-12-17,Inspection,184496,1.1,118.32,100.65,218.97,Detroit,23.6,Scheduled Inspection
MAINT00000949,TRK00006,2022-12-18,Engine,647070,6.0,660.22,2253.5,2913.72,Houston,30.8,Scheduled Engine
MAINT00000950,TRK00106,2022-12-18,Engine,650488,7.0,618.78,2873.2,3491.98,New York,27.6,Emergency Engine
MAINT00000951,TRK00040,2022-12-18,Repair,484231,4.1,386.4,827.32,1213.72,Dallas,31.9,Routine Repair
MAINT00000952,TRK00005,2022-12-19,Inspection,701330,3.5,399.77,61.47,461.24,Memphis,23.7,Emergency Inspection
MAINT00000953,TRK00046,2022-12-19,Preventive,539445,5.7,698.08,2746.74,3444.82,Oklahoma City,44.6,Emergency Preventive
MAINT00000954,TRK00003,2022-12-19,Repair,158197,1.3,144.81,2831.71,2976.52,Oklahoma City,22.5,Scheduled Repair
MAINT00000955,TRK00057,2022-12-20,Preventive,651776,4.6,502.09,2986.52,3488.61,Phoenix,24.8,Scheduled Preventive
MAINT00000956,TRK00085,2022-12-21,Inspection,251195,7.8,787.35,53.16,840.51,Minneapolis,3.1,Routine Inspection
MAINT00000957,TRK00044,2022-12-21,Engine,213976,7.0,633.37,3318.5,3951.87,Omaha,37.5,Scheduled Engine
MAINT00000958,TRK00068,2022-12-22,Brake,634553,4.1,493.97,1282.32,1776.29,Denver,13.1,Routine Brake
MAINT00000959,TRK00030,2022-12-22,Repair,626518,4.1,469.33,142.43,611.76,Kansas City,34.6,Scheduled Repair
MAINT00000960,TRK00039,2022-12-22,Inspection,401167,3.4,417.43,56.24,473.67,Minneapolis,38.2,Scheduled Inspection
MAINT00000961,TRK00037,2022-12-22,Transmission,105346,6.6,582.91,1968.95,2551.86,Columbus,39.1,Emergency Transmission
MAINT00000962,TRK00054,2022-12-22,Repair,230202,2.5,291.42,1992.1,2283.52,Memphis,11.4,Routine Repair
MAINT00000963,TRK00085,2022-12-23,Inspection,551400,2.9,321.53,100.78,422.31,Houston,24.9,Emergency Inspection
MAINT00000964,TRK00005,2022-12-23,Repair,292022,5.0,432.75,1465.29,1898.04,Los Angeles,3.1,Scheduled Repair
MAINT00000965,TRK00056,2022-12-23,Inspection,78745,5.7,640.74,100.32,741.06,Seattle,18.1,Emergency Inspection
MAINT00000966,TRK00007,2022-12-23,Brake,501787,6.5,804.7,3479.44,4284.14,Milwaukee,45.8,Scheduled Brake
MAINT00000967,TRK00083,2022-12-24,Inspection,724130,7.7,858.06,112.61,970.67,Oklahoma City,16.7,Routine Inspection
MAINT00000968,TRK00054,2022-12-24,Brake,398201,0.9,91.46,2533.88,2625.34,Portland,24.8,Routine Brake
MAINT00000969,TRK00112,2022-12-24,Preventive,509896,5.9,600.06,2413.38,3013.44,Indianapolis,32.3,Emergency Preventive
MAINT00000970,TRK00048,2022-12-24,Brake,207360,1.2,142.05,2294.63,2436.68,Nashville,34.0,Routine Brake
MAINT00000971,TRK00069,2022-12-24,Engine,234977,3.8,365.72,2973.17,3338.89,Philadelphia,11.6,Scheduled Engine
MAINT00000972,TRK00108,2022-12-25,Inspection,649222,3.2,373.41,118.67,492.08,Chicago,21.8,Emergency Inspection
MAINT00000973,TRK00099,2022-12-25,Tire,229913,3.3,318.45,823.45,1141.9,Omaha,34.4,Routine Tire
MAINT00000974,TRK00060,2022-12-25,Brake,473119,4.6,501.52,2393.72,2895.24,Portland,2.3,Emergency Brake
MAINT00000975,TRK00014,2022-12-26,Repair,85556,6.7,835.34,1701.06,2536.4,Phoenix,9.6,Scheduled Repair
MAINT00000976,TRK00043,2022-12-26,Engine,588202,8.0,871.14,194.02,1065.16,Nashville,12.9,Routine Engine
MAINT00000977,TRK00064,2022-12-26,Brake,262030,1.4,163.72,2028.03,2191.75,Los Angeles,24.6,Routine Brake
MAINT00000978,TRK00046,2022-12-26,Inspection,722624,1.1,101.85,11.82,113.67,Los Angeles,27.4,Scheduled Inspection
MAINT00000979,TRK00052,2022-12-27,Repair,142902,3.6,314.28,2827.47,3141.75,Kansas City,40.7,Routine Repair
MAINT00000980,TRK00116,2022-12-27,Inspection,410856,2.5,291.8,91.21,383.01,Houston,3.1,Scheduled Inspection
MAINT00000981,TRK00018,2022-12-27,Inspection,107153,7.6,876.34,102.8,979.14,Los Angeles,46.1,Scheduled Inspection
MAINT00000982,TRK00116,2022-12-28,Brake,325104,6.8,580.09,407.8,987.89,Kansas City,39.4,Scheduled Brake
MAINT00000983,TRK00024,2022-12-28,Engine,553780,3.2,285.24,1744.37,2029.61,Memphis,38.8,Routine Engine
MAINT00000984,TRK00101,2022-12-28,Engine,513237,5.8,611.71,274.19,885.9,Omaha,14.8,Routine Engine
