truck_id,month,trips_completed,total_miles,total_revenue,average_mpg,maintenance_events,maintenance_cost,downtime_hours,utilization_rate
TRK00026,2024-11-01,28,35837,75037.17,6.23,1,3629.85,8.2,0.933
TRK00026,2024-12-01,24,36259,74579.41,6.6,2,4211.63,40.4,0.774
TRK00029,2022-01-01,27,34828,77901.7,6.57,4,5962.27,72.1,0.871
TRK00029,2022-02-01,19,26039,52315.0,6.21,1,1123.08,8.2,0.679
TRK00029,2022-03-01,30,35033,81584.44,6.63,1,505.92,13.6,0.968
TRK00029,2022-04-01,17,30037,64163.13,6.55,0,0.0,0.0,0.567
TRK00029,2022-05-01,24,29584,62712.71,6.73,0,0.0,0.0,0.774
TRK00029,2022-06-01,22,35341,76632.37,6.52,1,2242.57,12.4,0.733
TRK00029,2022-07-01,26,32033,67507.85,6.57,0,0.0,0.0,0.839
TRK00029,2022-08-01,26,36485,78854.56,6.14,0,0.0,0.0,0.839
TRK00029,2022-09-01,26,45247,97667.88,6.51,0,0.0,0.0,0.867
TRK00029,2022-10-01,28,35444,74495.6,6.5,0,0.0,0.0,0.903
TRK00029,2022-11-01,36,52770,112365.63,6.43,1,800.78,18.0,1.2
TRK00029,2022-12-01,23,38114,82988.29,6.47,0,0.0,0.0,0.742
TRK00029,2023-01-01,22,37038,79649.72,6.43,0,0.0,0.0,0.71
TRK00029,2023-02-01,28,45142,97627.84,6.24,1,1196.55,39.8,1.0
TRK00029,2023-03-01,31,47069,103548.24,6.56,2,5159.06,34.0,1.0
TRK00029,2023-04-01,25,31841,71493.27,6.43,0,0.0,0.0,0.833
TRK00029,2023-05-01,34,45577,101261.03,6.44,1,811.9,23.8,1.097
TRK00029,2023-06-01,23,37467,81334.24,6.24,0,0.0,0.0,0.767
TRK00029,2023-07-01,24,36679,73486.46,6.6,0,0.0,0.0,0.774
TRK00029,2023-08-01,27,47402,101970.85,6.42,1,2502.4,3.5,0.871
TRK00029,2023-09-01,20,28973,55725.49,6.55,2,6004.56,56.4,0.667
TRK00029,2023-10-01,27,39726,86805.8,6.49,1,1840.09,38.4,0.871
TRK00029,2023-11-01,23,30757,64543.28,6.41,1,1038.18,43.6,0.767
TRK00029,2023-12-01,14,18916,37979.33,6.49,1,1400.36,42.9,0.452
TRK00029,2024-01-01,24,37601,77995.2,6.59,0,0.0,0.0,0.774
TRK00029,2024-02-01,25,34027,74452.65,6.58,0,0.0,0.0,0.862
TRK00029,2024-03-01,23,30176,59534.33,6.67,1,1265.22,24.3,0.742
TRK00029,2024-04-01,26,37608,80744.77,6.51,0,0.0,0.0,0.867
TRK00029,2024-05-01,14,19976,42155.82,6.58,1,162.27,43.9,0.452
TRK00029,2024-06-01,23,33008,64542.46,6.66,1,3751.12,19.2,0.767
TRK00029,2024-07-01,19,23268,50132.95,6.48,1,3165.27,39.5,0.613
TRK00029,2024-08-01,23,36983,78051.23,6.47,0,0.0,0.0,0.742
TRK00029,2024-09-01,28,35171,77880.03,6.52,0,0.0,0.0,0.933
TRK00029,2024-10-01,23,37928,83448.21,6.52,1,845.11,6.5,0.742
TRK00029,2024-11-01,21,31255,70028.07,6.65,0,0.0,0.0,0.7
TRK00029,2024-12-01,26,38169,75574.82,6.59,0,0.0,0.0,0.839
TRK00030,2022-01-01,27,41785,94029.15,6.52,0,0.0,0.0,0.871
TRK00030,2022-02-01,27,31724,66364.57,6.62,0,0.0,0.0,0.964
TRK00030,2022-03-01,16,26547,58149.55,6.3,0,0.0,0.0,0.516
TRK00030,2022-04-01,19,25858,55430.74,6.52,1,3681.29,41.0,0.633
TRK00030,2022-05-01,30,44952,101442.33,6.38,1,2048.98,46.8,0.968
TRK00030,2022-06-01,19,27166,55631.61,6.31,0,0.0,0.0,0.633
TRK00030,2022-07-01,24,32547,67193.05,6.61,0,0.0,0.0,0.774
TRK00030,2022-08-01,22,31233,65096.7,6.2,1,833.15,6.1,0.71
TRK00030,2022-09-01,20,31683,64560.45,6.47,0,0.0,0.0,0.667
TRK00030,2022-10-01,28,40485,80057.51,6.58,2,4050.36,47.5,0.903
TRK00030,2022-11-01,16,24419,52862.39,6.6,0,0.0,0.0,0.533
TRK00030,2022-12-01,28,32148,70603.38,6.42,1,611.76,34.6,0.903
TRK00030,2023-01-01,25,39178,83525.83,6.58,0,0.0,0.0,0.806
TRK00030,2023-02-01,21,24886,47702.56,6.53,1,690.86,4.6,0.75
TRK00030,2023-03-01,21,32413,67659.48,6.44,2,3154.28,56.9,0.677
TRK00030,2023-04-01,23,35562,79466.61,6.56,2,4815.77,81.9,0.767
TRK00030,2023-05-01,30,45002,93729.14,6.4,1,2227.93,4.5,0.968
TRK00030,2023-06-01,16,23830,49923.24,6.52,1,2108.8,8.7,0.533
TRK00030,2023-07-01,22,27715,61393.03,6.27,0,0.0,0.0,0.71
TRK00030,2023-08-01,25,39074,83627.53,6.62,0,0.0,0.0,0.806
TRK00030,2023-09-01,30,39776,83582.74,6.28,0,0.0,0.0,1.0
TRK00030,2023-10-01,39,51318,105340.3,6.45,3,5107.39,51.6,1.258
TRK00030,2023-11-01,26,40651,88055.45,6.44,0,0.0,0.0,0.867
TRK00030,2023-12-01,32,46065,97297.6,6.49,0,0.0,0.0,1.032
TRK00030,2024-01-01,26,38702,79769.81,6.63,1,2830.65,28.5,0.839
TRK00030,2024-02-01,22,33589,72190.45,6.56,2,5603.41,59.9,0.759
TRK00030,2024-03-01,26,33609,70550.55,6.62,0,0.0,0.0,0.839
TRK00030,2024-04-01,27,44350,98507.34,6.32,1,2680.99,5.8,0.9
TRK00030,2024-05-01,26,39047,89282.26,6.45,1,770.21,6.8,0.839
TRK00030,2024-06-01,25,36660,82395.3,6.51,1,268.84,10.4,0.833
TRK00030,2024-07-01,18,29651,66773.46,6.5,1,1304.85,13.3,0.581
TRK00030,2024-08-01,31,36325,75975.4,6.64,1,3600.83,38.7,1.0
TRK00030,2024-09-01,30,46289,93048.93,6.48,0,0.0,0.0,1.0
TRK00030,2024-10-01,30,45602,101704.91,6.48,3,4084.2,84.8,0.968
TRK00030,2024-11-01,21,34551,74357.85,6.55,1,2853.41,47.1,0.7
TRK00030,2024-12-01,26,42025,100086.59,6.61,0,0.0,0.0,0.839
TRK00031,2022-01-01,33,48498,104553.87,6.57,0,0.0,0.0,1.065
TRK00031,2022-02-01,21,24768,52743.42,6.52,1,330.18,21.4,0.75
TRK00031,2022-03-01,33,48617,104253.88,6.4,1,1591.12,38.5,1.065
TRK00031,2022-04-01,21,31725,66457.98,6.54,0,0.0,0.0,0.7
TRK00031,2022-05-01,32,41630,90254.02,6.52,1,346.36,11.2,1.032
TRK00031,2022-06-01,29,45525,102175.38,6.4,0,0.0,0.0,0.967
TRK00031,2022-07-01,32,48133,103014.67,6.58,4,10414.66,105.4,1.032
TRK00031,2022-08-01,34,47238,103250.68,6.6,0,0.0,0.0,1.097
TRK00031,2022-09-01,20,32782,75123.38,6.35,0,0.0,0.0,0.667
TRK00031,2022-10-01,19,27585,60336.85,6.46,1,2319.38,46.8,0.613
TRK00031,2022-11-01,27,45142,100479.12,6.48,0,0.0,0.0,0.9
TRK00031,2022-12-01,27,36483,78741.28,6.33,0,0.0,0.0,0.871
TRK00031,2023-01-01,27,41502,84104.3,6.62,0,0.0,0.0,0.871
TRK00031,2023-02-01,28,37587,89482.47,6.45,1,3173.7,11.8,1.0
TRK00031,2023-03-01,20,31652,68820.77,6.4,2,4761.63,33.4,0.645
TRK00031,2023-04-01,23,31047,68501.99,6.44,0,0.0,0.0,0.767
TRK00031,2023-05-01,17,23686,55798.32,6.57,1,1450.95,39.7,0.548
TRK00031,2023-06-01,21,35289,80937.18,6.47,1,3363.27,41.4,0.7
TRK00031,2023-07-01,29,39213,75399.3,6.43,0,0.0,0.0,0.935
TRK00031,2023-08-01,25,35863,78400.08,6.53,1,1737.62,20.5,0.806
TRK00031,2023-09-01,30,42533,92642.5,6.37,0,0.0,0.0,1.0
TRK00031,2023-10-01,24,38337,77587.43,6.41,1,2609.74,29.2,0.774
TRK00031,2023-11-01,32,49576,110326.74,6.32,2,3296.65,55.5,1.067
TRK00031,2023-12-01,26,40401,88149.87,6.51,0,0.0,0.0,0.839
TRK00031,2024-01-01,34,49160,104563.2,6.42,1,3720.19,2.8,1.097
TRK00031,2024-02-01,24,35793,76706.51,6.34,1,2507.93,7.7,0.828
TRK00031,2024-03-01,30,34733,77391.83,6.5,0,0.0,0.0,0.968
TRK00031,2024-04-01,29,38528,89114.67,6.58,0,0.0,0.0,0.967
TRK00031,2024-05-01,24,25321,52503.06,6.64,0,0.0,0.0,0.774
TRK00031,2024-06-01,23,32671,74120.36,6.4,0,0.0,0.0,0.767
TRK00031,2024-07-01,14,19541,43396.37,6.6,0,0.0,0.0,0.452
TRK00031,2024-08-01,24,26809,58584.3,6.44,0,0.0,0.0,0.774
TRK00031,2024-09-01,28,34862,75521.19,6.54,0,0.0,0.0,0.933
TRK00031,2024-10-01,38,50461,114790.95,6.59,1,2297.36,17.9,1.226
TRK00031,2024-11-01,19,26435,53830.46,6.72,1,2738.25,10.7,0.633
TRK00031,2024-12-01,24,32126,71568.59,6.52,3,4438.41,85.6,0.774
TRK00033,2022-01-01,26,34819,74381.53,6.51,0,0.0,0.0,0.839
TRK00033,2022-02-01,17,20910,46044.57,6.57,0,0.0,0.0,0.607
TRK00033,2022-03-01,34,50256,109550.05,6.53,4,9055.41,139.1,1.097
TRK00033,2022-04-01,24,30962,66977.01,6.44,1,3983.59,27.8,0.8
TRK00033,2022-05-01,30,43287,99231.61,6.51,1,310.52,20.4,0.968
TRK00033,2022-06-01,32,46166,97416.27,6.5,1,3139.37,9.8,1.067
TRK00033,2022-07-01,23,31820,64714.65,6.5,1,1029.53,41.3,0.742
TRK00033,2022-08-01,16,18418,40897.51,6.53,1,666.0,34.5,0.516
TRK00033,2022-09-01,22,29188,62302.14,6.57,1,3564.46,40.5,0.733
TRK00033,2022-10-01,35,55757,123182.96,6.46,1,2916.26,36.0,1.129
TRK00033,2022-11-01,29,34586,69521.43,6.47,1,1676.16,6.0,0.967
TRK00033,2022-12-01,22,24934,51927.78,6.7,1,1001.31,43.5,0.71
TRK00033,2023-01-01,26,42570,91331.98,6.41,2,3754.42,45.2,0.839
TRK00033,2023-02-01,16,25273,49760.53,6.32,0,0.0,0.0,0.571
TRK00033,2023-03-01,22,31039,70278.69,6.39,0,0.0,0.0,0.71
TRK00033,2023-04-01,28,35100,77680.99,6.39,1,818.96,35.0,0.933
TRK00033,2023-05-01,35,54532,118823.73,6.72,1,1033.98,26.9,1.129
TRK00033,2023-06-01,27,33161,71171.61,6.4,1,1572.78,46.4,0.9
TRK00033,2023-07-01,29,41660,88293.13,6.63,1,3749.65,20.0,0.935
TRK00033,2023-08-01,26,44149,90030.8,6.61,2,2489.9,58.5,0.839
TRK00033,2023-09-01,25,33729,68680.82,6.55,2,6954.26,16.8,0.833
TRK00033,2023-10-01,23,37141,78583.72,6.6,0,0.0,0.0,0.742
TRK00033,2023-11-01,18,22501,48451.2,6.65,0,0.0,0.0,0.6
TRK00033,2023-12-01,18,29523,63772.84,6.44,1,2173.78,27.5,0.581
TRK00033,2024-01-01,25,37498,80403.61,6.43,0,0.0,0.0,0.806
TRK00033,2024-02-01,23,32655,71024.23,6.37,2,5095.72,49.8,0.793
TRK00033,2024-03-01,25,29787,63988.8,6.39,1,3260.25,20.1,0.806
TRK00033,2024-04-01,18,24455,53881.75,6.51,0,0.0,0.0,0.6
TRK00033,2024-05-01,21,31006,65581.01,6.48,0,0.0,0.0,0.677
TRK00033,2024-06-01,30,39383,88932.11,6.52,1,2477.95,33.6,1.0
TRK00033,2024-07-01,27,38371,78832.63,6.54,1,2995.43,36.2,0.871
TRK00033,2024-08-01,19,30083,66014.68,6.57,3,3794.74,93.3,0.613
TRK00033,2024-09-01,29,41688,97401.8,6.56,0,0.0,0.0,0.967
TRK00033,2024-10-01,31,38990,82303.09,6.38,0,0.0,0.0,1.0
TRK00033,2024-11-01,28,38674,78856.38,6.49,0,0.0,0.0,0.933
TRK00033,2024-12-01,29,40356,88037.4,6.47,0,0.0,0.0,0.935
TRK00035,2022-01-01,17,29302,66750.62,6.69,0,0.0,0.0,0.548
TRK00035,2022-02-01,24,41587,86153.62,6.41,2,2783.2,54.0,0.857
TRK00035,2022-03-01,32,47053,109784.51,6.64,2,6100.16,25.7,1.032
TRK00035,2022-04-01,26,37503,80923.05,6.58,0,0.0,0.0,0.867
TRK00035,2022-05-01,22,31385,69079.42,6.37,0,0.0,0.0,0.71
TRK00035,2022-06-01,33,51629,104624.32,6.54,0,0.0,0.0,1.1
TRK00035,2022-07-01,29,35915,79914.81,6.48,0,0.0,0.0,0.935
TRK00035,2022-08-01,23,39450,87111.74,6.69,0,0.0,0.0,0.742
TRK00035,2022-09-01,27,41460,85254.03,6.66,0,0.0,0.0,0.9
TRK00035,2022-10-01,21,26080,59811.66,6.5,1,209.01,24.9,0.677
TRK00035,2022-11-01,23,32324,76372.3,6.09,0,0.0,0.0,0.767
TRK00035,2022-12-01,31,38033,86441.25,6.58,0,0.0,0.0,1.0
TRK00035,2023-01-01,32,47301,101600.95,6.53,3,6735.27,76.5,1.032
TRK00035,2023-02-01,20,34661,78588.87,6.59,1,2403.87,47.4,0.714
TRK00035,2023-03-01,27,31873,67568.36,6.46,0,0.0,0.0,0.871
TRK00035,2023-04-01,29,44347,101961.65,6.46,0,0.0,0.0,0.967
TRK00035,2023-05-01,23,38663,82923.77,6.43,0,0.0,0.0,0.742
TRK00035,2023-06-01,28,45081,102467.68,6.35,1,3872.84,19.9,0.933
TRK00035,2023-07-01,20,31653,69128.49,6.48,0,0.0,0.0,0.645
TRK00035,2023-08-01,22,30934,62606.0,6.34,0,0.0,0.0,0.71
TRK00035,2023-09-01,22,31903,62645.45,6.46,0,0.0,0.0,0.733
TRK00035,2023-10-01,31,42283,93088.74,6.53,3,4060.23,65.2,1.0
TRK00035,2023-11-01,28,37496,75283.24,6.52,0,0.0,0.0,0.933
TRK00035,2023-12-01,25,36984,83521.96,6.41,0,0.0,0.0,0.806
TRK00035,2024-01-01,22,36534,78853.17,6.46,1,3215.85,11.4,0.71
TRK00035,2024-02-01,22,24913,50993.31,6.43,0,0.0,0.0,0.759
TRK00035,2024-03-01,24,36153,85507.13,6.47,2,5366.02,62.2,0.774
TRK00035,2024-04-01,22,31564,64182.86,6.53,0,0.0,0.0,0.733
TRK00035,2024-05-01,25,37506,80553.58,6.42,0,0.0,0.0,0.806
TRK00035,2024-06-01,32,44389,98172.89,6.59,1,480.4,41.1,1.067
TRK00035,2024-07-01,24,35444,76804.93,6.63,0,0.0,0.0,0.774
TRK00035,2024-08-01,20,29562,61206.53,6.55,0,0.0,0.0,0.645
TRK00035,2024-09-01,35,49144,109241.38,6.58,0,0.0,0.0,1.167
TRK00035,2024-10-01,23,30595,67045.87,6.45,0,0.0,0.0,0.742
TRK00035,2024-11-01,34,36394,80839.16,6.38,0,0.0,0.0,1.133
TRK00035,2024-12-01,34,46704,99205.52,6.56,2,5725.45,88.5,1.097
TRK00036,2022-01-01,29,36775,73114.62,6.61,1,3318.78,22.0,0.935
TRK00036,2022-02-01,22,25842,56279.89,6.59,0,0.0,0.0,0.786
TRK00036,2022-03-01,23,35372,72349.19,6.48,0,0.0,0.0,0.742
TRK00036,2022-04-01,16,21657,45915.27,6.29,0,0.0,0.0,0.533
TRK00036,2022-05-01,20,25979,62668.28,6.47,0,0.0,0.0,0.645
TRK00036,2022-06-01,20,27865,59655.8,6.66,0,0.0,0.0,0.667
TRK00036,2022-07-01,26,41613,92797.28,6.61,0,0.0,0.0,0.839
TRK00036,2022-08-01,24,30472,64224.38,6.59,3,7276.32,22.4,0.774
TRK00036,2022-09-01,20,32593,72110.97,6.53,1,294.86,34.1,0.667
TRK00036,2022-10-01,31,46878,95782.76,6.5,1,1039.47,45.6,1.0
TRK00036,2022-11-01,27,38449,88491.73,6.57,0,0.0,0.0,0.9
TRK00036,2022-12-01,25,32090,66620.98,6.53,0,0.0,0.0,0.806
TRK00036,2023-01-01,33,46709,93631.92,6.33,0,0.0,0.0,1.065
TRK00036,2023-02-01,21,31835,64103.61,6.6,0,0.0,0.0,0.75
TRK00036,2023-03-01,24,33801,72967.31,6.62,0,0.0,0.0,0.774
TRK00036,2023-04-01,29,38245,88355.08,6.57,0,0.0,0.0,0.967
TRK00036,2023-05-01,20,26854,56054.73,6.35,0,0.0,0.0,0.645
TRK00036,2023-06-01,21,21788,47039.44,6.6,0,0.0,0.0,0.7
TRK00036,2023-07-01,23,30241,60577.68,6.54,1,2044.3,14.1,0.742
TRK00036,2023-08-01,22,31392,71634.77,6.57,0,0.0,0.0,0.71
TRK00036,2023-09-01,27,42939,91838.03,6.57,0,0.0,0.0,0.9
TRK00036,2023-10-01,20,26473,57700.79,6.38,0,0.0,0.0,0.645
TRK00036,2023-11-01,18,29264,58642.01,6.25,0,0.0,0.0,0.6
TRK00036,2023-12-01,26,34063,72689.18,6.68,1,2377.81,46.7,0.839
TRK00036,2024-01-01,20,29082,64878.78,6.52,0,0.0,0.0,0.645
TRK00036,2024-02-01,25,36749,73358.76,6.51,1,1229.81,40.3,0.862
TRK00036,2024-03-01,21,24039,53726.7,6.43,0,0.0,0.0,0.677
TRK00036,2024-04-01,22,33507,66548.31,6.67,1,2802.34,21.9,0.733
TRK00036,2024-05-01,21,31620,69680.6,6.2,0,0.0,0.0,0.677
TRK00036,2024-06-01,26,36238,76904.42,6.46,0,0.0,0.0,0.867
TRK00036,2024-07-01,26,34433,76581.72,6.74,0,0.0,0.0,0.839
TRK00036,2024-08-01,27,32536,71084.99,6.28,0,0.0,0.0,0.871
TRK00036,2024-09-01,21,32566,69033.65,6.35,1,1768.69,17.0,0.7
TRK00036,2024-10-01,35,51550,109080.17,6.69,1,3493.65,36.2,1.129
TRK00036,2024-11-01,29,37325,82614.47,6.57,1,401.2,9.9,0.967
TRK00036,2024-12-01,27,36995,82551.32,6.48,1,1475.18,13.7,0.871
TRK00038,2022-01-01,19,31261,67925.51,6.63,1,2269.04,3.9,0.613
TRK00038,2022-02-01,19,22612,45745.33,6.49,1,602.1,36.1,0.679
TRK00038,2022-03-01,30,42694,93322.46,6.38,0,0.0,0.0,0.968
TRK00038,2022-04-01,25,28964,62402.41,6.6,1,2481.09,8.4,0.833
TRK00038,2022-05-01,39,54409,122121.42,6.4,1,3013.93,24.6,1.258
TRK00038,2022-06-01,22,28296,62842.35,6.52,1,2861.08,9.9,0.733
TRK00038,2022-07-01,19,24972,51282.91,6.49,1,3304.99,27.5,0.613
TRK00038,2022-08-01,26,36496,74406.15,6.38,0,0.0,0.0,0.839
TRK00038,2022-09-01,36,49645,111523.44,6.42,1,2371.1,43.1,1.2
TRK00038,2022-10-01,16,21705,47718.45,6.32,1,1619.84,28.0,0.516
TRK00038,2022-11-01,26,43377,94130.69,6.43,1,3821.13,26.3,0.867
TRK00038,2022-12-01,22,28664,64069.32,6.43,0,0.0,0.0,0.71
TRK00038,2023-01-01,26,34754,75444.59,6.6,3,6528.12,71.2,0.839
TRK00038,2023-02-01,22,27969,65000.71,6.77,1,1333.53,24.9,0.786
TRK00038,2023-03-01,26,40621,89536.9,6.5,1,2113.12,27.5,0.839
TRK00038,2023-04-01,30,36213,75604.87,6.58,1,3980.7,21.8,1.0
TRK00038,2023-05-01,21,26441,57311.93,6.43,0,0.0,0.0,0.677
TRK00038,2023-06-01,21,35476,76164.01,6.67,0,0.0,0.0,0.7
TRK00038,2023-07-01,24,32782,72740.16,6.53,2,4265.28,10.8,0.774
TRK00038,2023-08-01,28,41500,90733.2,6.42,0,0.0,0.0,0.903
TRK00038,2023-09-01,34,44334,95706.85,6.46,0,0.0,0.0,1.133
TRK00038,2023-10-01,27,40024,88811.19,6.63,0,0.0,0.0,0.871
TRK00038,2023-11-01,21,22803,51554.65,6.41,1,401.56,43.7,0.7
TRK00038,2023-12-01,36,40335,90030.09,6.4,1,3528.8,27.0,1.161
TRK00038,2024-01-01,20,32870,70317.57,6.46,1,1054.81,4.6,0.645
TRK00038,2024-02-01,19,24030,52986.79,6.7,0,0.0,0.0,0.655
TRK00038,2024-03-01,30,53175,112381.05,6.49,0,0.0,0.0,0.968
TRK00038,2024-04-01,29,43627,87472.91,6.73,1,1277.18,16.9,0.967
TRK00038,2024-05-01,20,22509,51219.93,6.43,0,0.0,0.0,0.645
TRK00038,2024-06-01,27,42867,96292.43,6.68,3,5243.85,97.1,0.9
TRK00038,2024-07-01,17,21937,51953.45,6.28,0,0.0,0.0,0.548
TRK00038,2024-08-01,21,30366,65045.76,6.47,3,7734.02,102.9,0.677
TRK00038,2024-09-01,32,55718,126177.84,6.46,2,4177.48,55.0,1.067
TRK00038,2024-10-01,37,41487,87362.86,6.61,1,2561.96,39.7,1.194
TRK00038,2024-11-01,15,19078,41261.91,6.72,1,2444.43,45.5,0.5
TRK00038,2024-12-01,26,38385,82835.65,6.37,0,0.0,0.0,0.839
TRK00039,2022-01-01,22,32929,70376.82,6.43,0,0.0,0.0,0.71
TRK00039,2022-02-01,20,25630,52926.5,6.08,0,0.0,0.0,0.714
TRK00039,2022-03-01,27,46745,104956.14,6.37,1,235.03,16.2,0.871
TRK00039,2022-04-01,34,41758,88216.03,6.61,1,2303.3,19.3,1.133
TRK00039,2022-05-01,23,33760,75382.89,6.79,2,3824.98,54.4,0.742
TRK00039,2022-06-01,22,27438,59033.3,6.35,1,3210.62,38.8,0.733
TRK00039,2022-07-01,32,49217,105027.97,6.71,0,0.0,0.0,1.032
TRK00039,2022-08-01,32,45698,100056.67,6.69,0,0.0,0.0,1.032
TRK00039,2022-09-01,26,36016,76166.68,6.52,1,3219.98,30.7,0.867
TRK00039,2022-10-01,27,39311,84721.04,6.33,0,0.0,0.0,0.871
TRK00039,2022-11-01,25,40796,89149.88,6.57,0,0.0,0.0,0.833
TRK00039,2022-12-01,23,30431,66486.82,6.62,1,473.67,38.2,0.742
TRK00039,2023-01-01,18,31595,66896.62,6.62,0,0.0,0.0,0.581
TRK00039,2023-02-01,27,42750,96154.21,6.5,2,1151.14,50.0,0.964
TRK00039,2023-03-01,27,32866,66487.37,6.63,1,479.39,18.4,0.871
TRK00039,2023-04-01,21,24736,50556.64,6.42,0,0.0,0.0,0.7
TRK00039,2023-05-01,26,38331,87508.46,6.47,0,0.0,0.0,0.839
TRK00039,2023-06-01,23,31265,67245.98,6.32,1,3294.69,14.5,0.767
TRK00039,2023-07-01,32,38184,83890.89,6.34,2,4792.7,31.4,1.032
TRK00039,2023-08-01,26,38681,77517.39,6.47,3,7395.94,33.8,0.839
TRK00039,2023-09-01,25,30536,68113.6,6.57,0,0.0,0.0,0.833
TRK00039,2023-10-01,28,39971,83627.5,6.42,0,0.0,0.0,0.903
TRK00039,2023-11-01,33,46593,88405.91,6.37,1,2563.18,16.9,1.1
TRK00039,2023-12-01,23,28601,59839.44,6.68,1,910.04,28.9,0.742
TRK00039,2024-01-01,33,53150,112067.68,6.66,0,0.0,0.0,1.065
TRK00039,2024-02-01,29,38340,74506.35,6.48,2,4234.18,51.3,1.0
TRK00039,2024-03-01,33,48252,100172.59,6.55,2,4161.05,63.9,1.065
TRK00039,2024-04-01,37,49877,110776.12,6.39,0,0.0,0.0,1.233
TRK00039,2024-05-01,24,35876,74927.34,6.51,1,3655.04,8.5,0.774
TRK00039,2024-06-01,28,35062,69678.23,6.66,0,0.0,0.0,0.933
TRK00039,2024-07-01,28,41586,90673.92,6.43,0,0.0,0.0,0.903
TRK00039,2024-08-01,25,32869,64177.56,6.68,0,0.0,0.0,0.806
TRK00039,2024-09-01,21,32960,70989.3,6.5,0,0.0,0.0,0.7
TRK00039,2024-10-01,29,37451,77702.47,6.35,0,0.0,0.0,0.935
TRK00039,2024-11-01,31,49140,109881.33,6.75,1,1676.2,41.8,1.033
TRK00039,2024-12-01,26,38331,79986.25,6.57,0,0.0,0.0,0.839
TRK00040,2022-01-01,40,61165,135805.29,6.53,0,0.0,0.0,1.29
TRK00040,2022-02-01,14,16788,34973.08,6.44,0,0.0,0.0,0.5
TRK00040,2022-03-01,33,42901,89615.36,6.38,0,0.0,0.0,1.065
TRK00040,2022-04-01,25,36238,75119.86,6.61,0,0.0,0.0,0.833
TRK00040,2022-05-01,22,31196,64152.19,6.49,0,0.0,0.0,0.71
TRK00040,2022-06-01,28,36028,76869.93,6.54,0,0.0,0.0,0.933
TRK00040,2022-07-01,23,27588,60210.13,6.54,0,0.0,0.0,0.742
TRK00040,2022-08-01,20,27613,63404.46,6.64,0,0.0,0.0,0.645
TRK00040,2022-09-01,18,20973,44320.4,6.44,0,0.0,0.0,0.6
TRK00040,2022-10-01,37,53644,122874.39,6.57,0,0.0,0.0,1.194
TRK00040,2022-11-01,24,30521,66871.49,6.47,1,268.88,33.8,0.8
TRK00040,2022-12-01,25,37773,87083.61,6.41,1,1213.72,31.9,0.806
TRK00040,2023-01-01,26,30207,59007.83,6.55,1,1160.55,46.4,0.839
TRK00040,2023-02-01,17,23212,51928.11,6.36,3,7326.51,57.7,0.607
TRK00040,2023-03-01,18,22590,49530.34,6.6,0,0.0,0.0,0.581
TRK00040,2023-04-01,27,35628,69676.51,6.55,1,2045.58,31.8,0.9
TRK00040,2023-05-01,16,23127,48419.85,6.29,1,1657.22,37.2,0.516
TRK00040,2023-06-01,14,18101,44116.57,6.52,2,5735.52,51.0,0.467
TRK00040,2023-07-01,34,41185,92591.95,6.4,1,3489.39,15.9,1.097
TRK00040,2023-08-01,23,33171,72082.99,6.67,0,0.0,0.0,0.742
TRK00040,2023-09-01,33,44967,93090.13,6.49,0,0.0,0.0,1.1
TRK00040,2023-10-01,26,33449,73813.77,6.49,0,0.0,0.0,0.839
TRK00040,2023-11-01,25,28409,57866.45,6.46,2,6582.09,35.6,0.833
TRK00040,2023-12-01,21,35608,78374.89,6.54,1,2576.44,31.8,0.677
TRK00040,2024-01-01,15,23373,49132.97,6.35,2,5943.57,66.1,0.484
TRK00040,2024-02-01,24,37071,83061.08,6.67,0,0.0,0.0,0.828
TRK00040,2024-03-01,32,40745,90035.81,6.55,1,2496.84,17.9,1.032
TRK00040,2024-04-01,30,38603,82795.36,6.52,1,2023.31,30.9,1.0
TRK00040,2024-05-01,22,32279,68801.56,6.58,1,3867.84,19.2,0.71
TRK00040,2024-06-01,17,23722,51115.55,6.49,2,3687.74,13.8,0.567
TRK00040,2024-07-01,19,29444,63104.89,6.61,1,3343.52,38.8,0.613
TRK00040,2024-08-01,28,37497,82060.09,6.4,0,0.0,0.0,0.903
TRK00040,2024-09-01,17,22765,50446.86,6.62,0,0.0,0.0,0.567
TRK00040,2024-10-01,26,38821,86240.06,6.67,1,3436.02,10.9,0.839
TRK00040,2024-11-01,22,31938,68171.58,6.44,2,7140.0,83.5,0.733
TRK00040,2024-12-01,19,30175,67035.29,6.25,1,3563.0,10.9,0.613
TRK00041,2022-01-01,26,44109,95579.02,6.53,1,3288.07,8.0,0.839
TRK00041,2022-02-01,27,33241,70334.47,6.48,2,2745.61,69.1,0.964
TRK00041,2022-03-01,42,58554,126608.49,6.49,0,0.0,0.0,1.355
TRK00041,2022-04-01,26,41562,85689.32,6.42,2,6426.82,53.0,0.867
TRK00041,2022-05-01,24,35637,76067.12,6.74,1,2705.88,4.0,0.774
TRK00041,2022-06-01,27,41658,83455.53,6.47,1,2577.38,21.0,0.9
TRK00041,2022-07-01,36,52031,112221.86,6.47,0,0.0,0.0,1.161
TRK00041,2022-08-01,38,55540,125941.51,6.48,1,2843.7,12.6,1.226
TRK00041,2022-09-01,18,24636,54822.47,6.4,1,3208.55,13.7,0.6
TRK00041,2022-10-01,27,38535,85078.67,6.46,1,1784.77,16.7,0.871
