driver_id,month,trips_completed,total_miles,total_revenue,average_mpg,total_fuel_gallons,on_time_delivery_rate,average_idle_hours
DRV00039,2022-07-01,16,22289,48417.95,6.3,3533.8,0.438,8.6
DRV00039,2022-08-01,19,25538,51602.99,6.65,3885.5,0.474,7.5
DRV00039,2022-09-01,26,38370,87664.32,6.54,5941.9,0.5,7.3
DRV00039,2022-10-01,20,22140,44344.11,6.51,3434.3,0.6,6.8
DRV00039,2022-11-01,17,23197,46978.27,6.62,3521.8,0.471,6.8
DRV00039,2022-12-01,23,23589,50804.44,6.43,3695.9,0.522,6.9
DRV00039,2023-01-01,21,29205,61499.64,6.62,4416.0,0.524,6.8
DRV00039,2023-02-01,11,10867,21260.49,6.47,1726.1,0.455,8.3
DRV00039,2023-03-01,16,21247,40472.02,6.52,3254.1,0.562,6.6
DRV00039,2023-04-01,15,22726,47010.11,6.69,3425.5,0.533,6.4
DRV00039,2023-05-01,18,22067,47474.34,6.67,3305.6,0.611,5.9
DRV00039,2023-06-01,15,22712,51892.93,6.93,3267.8,0.6,7.5
DRV00039,2023-07-01,24,39632,85474.89,6.56,6011.1,0.458,8.0
DRV00039,2023-08-01,17,21584,47778.19,6.53,3308.5,0.353,6.3
DRV00039,2023-09-01,22,31705,61133.99,6.71,4678.9,0.409,6.6
DRV00039,2023-10-01,20,27025,59188.16,6.41,4270.9,0.5,6.9
DRV00039,2023-11-01,24,28275,60673.4,6.44,4441.8,0.458,7.0
DRV00039,2023-12-01,24,36682,80933.63,6.35,5863.2,0.167,6.2
DRV00039,2024-01-01,23,34672,81977.38,6.55,5446.8,0.522,6.1
DRV00039,2024-02-01,27,37928,81331.3,6.5,5843.5,0.593,6.0
DRV00039,2024-03-01,19,29975,63313.35,6.3,4794.8,0.263,7.6
DRV00039,2024-04-01,25,33614,71469.01,6.51,5165.8,0.44,6.1
DRV00039,2024-05-01,19,18179,38896.56,6.33,2971.3,0.579,6.9
DRV00039,2024-06-01,17,25151,55329.68,6.33,3999.7,0.471,7.8
DRV00039,2024-07-01,23,37227,81693.48,6.43,5842.5,0.435,7.1
DRV00039,2024-08-01,17,26331,57878.45,6.56,4060.2,0.412,6.7
DRV00039,2024-09-01,10,19164,41182.33,6.52,2897.9,0.5,6.5
DRV00039,2024-10-01,23,37911,82462.42,6.72,5662.1,0.348,6.8
DRV00039,2024-11-01,19,27704,56224.66,6.57,4240.3,0.263,6.9
DRV00039,2024-12-01,18,28027,57809.77,6.63,4269.4,0.389,8.6
DRV00041,2022-01-01,21,22668,50028.26,6.67,3445.2,0.381,8.1
DRV00041,2022-02-01,16,25234,46380.09,6.43,4020.3,0.5,7.5
DRV00041,2022-03-01,21,40137,80176.69,6.63,6111.2,0.571,6.7
DRV00041,2022-04-01,25,31879,70252.22,6.46,4956.9,0.6,6.3
DRV00041,2022-05-01,19,23981,45603.21,6.19,3949.5,0.316,7.6
DRV00041,2022-06-01,22,30125,61062.87,6.55,4670.6,0.318,6.4
DRV00041,2022-07-01,13,22165,45965.23,6.67,3338.6,0.538,6.7
DRV00041,2022-08-01,20,27816,61984.11,6.6,4220.6,0.45,7.2
DRV00041,2022-09-01,22,36913,77257.27,6.39,5824.6,0.364,7.5
DRV00041,2022-10-01,23,30447,65233.45,6.48,4824.2,0.435,7.1
DRV00041,2022-11-01,21,28448,54958.49,6.43,4506.2,0.429,7.5
DRV00041,2022-12-01,22,31783,67737.26,6.43,4954.5,0.409,7.6
DRV00041,2023-01-01,10,13759,31023.07,6.18,2265.9,0.8,5.6
DRV00041,2023-02-01,16,23329,53063.56,6.86,3474.9,0.312,7.2
DRV00041,2023-03-01,24,26304,57249.92,6.54,4070.9,0.375,6.4
DRV00041,2023-04-01,12,18599,42981.99,6.18,2990.8,0.333,6.9
DRV00041,2023-05-01,19,30675,65864.22,6.44,4814.8,0.421,6.6
DRV00041,2023-06-01,21,25745,56649.07,6.74,3790.6,0.476,6.5
DRV00041,2023-07-01,16,21017,44605.27,6.53,3267.3,0.438,8.7
DRV00041,2023-08-01,9,15992,32930.79,6.44,2512.6,0.222,6.4
DRV00041,2023-09-01,18,21877,46884.28,6.22,3543.3,0.5,7.2
DRV00041,2023-10-01,18,21881,43044.48,6.47,3411.4,0.5,7.6
DRV00041,2023-11-01,15,20913,42635.92,6.32,3308.3,0.467,5.8
DRV00041,2023-12-01,17,19497,41925.54,6.38,3138.8,0.471,7.4
DRV00041,2024-01-01,13,19055,40539.05,6.74,2817.6,0.462,7.2
DRV00041,2024-02-01,17,24086,45792.28,6.41,3720.6,0.471,7.6
DRV00041,2024-03-01,17,20387,44473.27,6.32,3270.3,0.353,7.6
DRV00041,2024-04-01,21,32106,67494.06,6.42,5066.6,0.571,6.6
DRV00041,2024-05-01,19,24841,53372.6,6.43,3957.5,0.263,6.4
DRV00041,2024-06-01,19,29892,69376.09,6.45,4683.8,0.421,6.6
DRV00041,2024-07-01,14,18383,40682.72,6.4,2915.0,0.357,6.5
DRV00041,2024-08-01,14,25172,51134.24,6.63,3780.7,0.5,7.3
DRV00041,2024-09-01,21,25588,48557.77,6.56,3864.0,0.571,5.9
DRV00041,2024-10-01,18,27834,65937.12,6.35,4386.7,0.444,7.8
DRV00041,2024-11-01,19,21699,47759.21,6.38,3467.3,0.474,7.6
DRV00041,2024-12-01,25,38228,80409.2,6.36,6038.0,0.32,6.7
DRV00043,2022-01-01,23,30345,61688.0,6.67,4543.6,0.652,6.0
DRV00043,2022-02-01,19,16701,36072.92,6.34,2720.1,0.474,5.8
DRV00043,2022-03-01,21,35497,76866.31,6.44,5496.0,0.476,6.7
DRV00043,2022-04-01,25,29599,65377.73,6.66,4518.9,0.44,6.7
DRV00043,2022-05-01,21,35440,74041.59,6.32,5612.9,0.476,7.6
DRV00043,2022-06-01,25,37164,83844.77,6.52,5876.8,0.56,6.7
DRV00043,2022-07-01,30,44874,96565.88,6.41,7078.8,0.433,7.7
DRV00043,2022-08-01,20,33530,67794.13,6.52,5111.2,0.5,6.6
DRV00043,2022-09-01,22,34728,68006.38,6.76,5229.4,0.455,6.6
DRV00043,2022-10-01,11,14009,27821.77,6.54,2157.2,0.727,8.0
DRV00043,2022-11-01,25,34521,74484.94,6.38,5481.6,0.4,6.4
DRV00043,2022-12-01,26,34536,73804.27,6.64,5260.6,0.5,7.3
DRV00043,2023-01-01,21,28190,63596.67,6.52,4310.6,0.286,5.7
DRV00043,2023-02-01,15,22983,48661.75,6.35,3690.2,0.533,6.9
DRV00043,2023-03-01,21,26559,53911.05,6.59,4005.6,0.286,6.2
DRV00043,2023-04-01,16,23883,49958.86,6.58,3672.0,0.188,7.3
DRV00043,2023-05-01,19,30932,71904.84,6.43,4853.2,0.474,7.2
DRV00043,2023-06-01,15,20890,42915.8,6.5,3241.5,0.467,6.5
DRV00043,2023-07-01,16,20812,44029.32,6.73,3123.6,0.5,7.8
DRV00043,2023-08-01,21,29275,67406.77,6.45,4549.0,0.381,7.1
DRV00043,2023-09-01,13,13950,30138.3,6.26,2281.3,0.462,7.3
DRV00043,2023-10-01,16,20585,38769.56,6.67,3061.8,0.25,6.9
DRV00043,2023-11-01,25,40357,81424.12,6.44,6268.5,0.52,6.4
DRV00043,2023-12-01,24,34829,73822.43,6.49,5470.7,0.458,5.8
DRV00043,2024-01-01,9,14272,29679.44,6.3,2239.6,0.333,5.8
DRV00043,2024-02-01,19,33852,68961.18,6.5,5390.0,0.474,7.2
DRV00043,2024-03-01,14,23331,56419.03,6.68,3485.6,0.571,6.5
DRV00043,2024-04-01,14,11566,23702.62,6.34,1822.7,0.5,7.3
DRV00043,2024-05-01,13,20162,42347.89,6.49,3144.1,0.385,6.7
DRV00043,2024-06-01,15,20627,41724.79,6.35,3266.9,0.467,7.5
DRV00043,2024-07-01,26,32146,72398.64,6.7,4735.2,0.5,6.7
DRV00043,2024-08-01,19,20563,45824.9,6.33,3259.2,0.368,6.9
DRV00043,2024-09-01,17,18971,41814.73,6.45,2969.1,0.412,7.3
DRV00043,2024-10-01,13,17433,34189.65,6.62,2634.7,0.385,6.8
DRV00043,2024-11-01,13,19929,35586.29,6.51,3064.5,0.077,6.6
DRV00043,2024-12-01,15,15252,28084.2,6.66,2282.3,0.6,7.6
DRV00044,2022-01-01,22,34887,68019.18,6.6,5282.6,0.636,7.8
DRV00044,2022-02-01,18,22417,46616.04,6.45,3474.8,0.611,7.4
DRV00044,2022-03-01,18,29276,61089.76,6.58,4537.9,0.5,6.6
DRV00044,2022-04-01,19,22310,44003.86,6.66,3472.2,0.368,6.4
DRV00044,2022-05-01,20,29933,63781.14,6.32,4804.0,0.35,6.0
DRV00044,2022-06-01,20,23377,52902.9,6.55,3590.2,0.4,7.2
DRV00044,2022-07-01,27,43354,92001.04,6.5,6683.6,0.407,7.8
DRV00044,2022-08-01,18,29308,62885.91,6.56,4463.0,0.278,7.3
DRV00044,2022-09-01,18,24621,48554.44,6.49,3876.1,0.444,7.1
DRV00044,2022-10-01,26,41015,88998.74,6.52,6333.8,0.615,7.6
DRV00044,2022-11-01,14,15710,32128.26,6.46,2437.8,0.357,7.5
DRV00044,2022-12-01,18,27027,57699.13,6.45,4284.8,0.333,7.1
DRV00044,2023-01-01,23,31901,64346.22,6.32,5112.0,0.348,6.4
DRV00044,2023-02-01,16,23361,54851.14,6.49,3593.1,0.562,7.0
DRV00044,2023-03-01,18,26480,55017.85,6.33,4272.2,0.389,7.4
DRV00044,2023-04-01,16,26113,60917.96,6.52,4078.5,0.25,7.6
DRV00044,2023-05-01,17,22625,48177.08,6.42,3574.1,0.176,6.9
DRV00044,2023-06-01,22,28716,66442.51,6.39,4519.8,0.682,7.4
DRV00044,2023-07-01,21,31499,64323.31,6.74,4631.7,0.333,6.4
DRV00044,2023-08-01,20,27847,62072.87,6.4,4444.0,0.3,6.8
DRV00044,2023-09-01,23,29701,60053.43,6.36,4683.1,0.348,7.7
DRV00044,2023-10-01,11,17786,38094.3,6.28,2878.7,0.455,7.1
DRV00044,2023-11-01,21,29020,55773.75,6.72,4337.5,0.524,6.6
DRV00044,2023-12-01,28,41499,88463.54,6.5,6395.8,0.393,5.9
DRV00044,2024-01-01,18,19321,43833.59,6.62,2962.9,0.444,6.4
DRV00044,2024-02-01,14,19150,38012.69,6.3,3062.9,0.429,7.2
DRV00044,2024-03-01,20,34832,77938.82,6.43,5551.9,0.6,7.6
DRV00044,2024-04-01,20,26154,54438.6,6.57,4041.0,0.5,6.6
DRV00044,2024-05-01,12,14357,29586.43,6.87,2066.9,0.583,6.7
DRV00044,2024-06-01,21,29920,59460.69,6.36,4767.0,0.429,6.4
DRV00044,2024-07-01,23,33211,70971.34,6.67,5072.8,0.391,6.9
DRV00044,2024-08-01,19,31974,72768.15,6.48,5016.7,0.526,7.5
DRV00044,2024-09-01,21,24069,49472.74,6.62,3731.3,0.667,7.0
DRV00044,2024-10-01,19,23278,49047.06,6.52,3600.2,0.421,6.2
DRV00044,2024-11-01,13,17743,37002.16,6.44,2846.5,0.385,6.7
DRV00044,2024-12-01,20,26417,52190.2,6.61,4018.5,0.3,6.7
DRV00045,2022-01-01,15,20754,43364.87,6.41,3269.8,0.333,7.3
DRV00045,2022-02-01,18,25247,55265.34,6.44,3851.3,0.556,6.9
DRV00045,2022-03-01,15,20738,44146.41,6.65,3091.4,0.6,5.7
DRV00045,2022-04-01,18,26922,55607.38,6.51,4211.7,0.611,7.7
DRV00045,2022-05-01,19,24214,53098.58,6.62,3667.4,0.368,6.6
DRV00045,2022-06-01,19,23700,49990.2,6.5,3733.9,0.474,6.8
DRV00045,2022-07-01,19,26237,54573.45,6.53,4049.2,0.474,6.6
DRV00045,2022-08-01,17,24344,52097.09,6.39,3824.3,0.471,6.1
DRV00045,2022-09-01,17,20418,43942.23,6.5,3116.8,0.235,7.5
DRV00045,2022-10-01,19,24548,56305.75,6.49,3858.4,0.526,6.5
DRV00045,2022-11-01,12,12943,28077.74,6.59,1944.7,0.417,8.0
DRV00045,2022-12-01,14,21541,43593.12,6.6,3432.2,0.286,6.8
DRV00045,2023-01-01,21,30477,68675.81,6.37,4787.7,0.524,7.1
DRV00045,2023-02-01,21,28358,55040.3,6.48,4423.4,0.524,6.8
DRV00045,2023-03-01,20,34549,66769.06,6.45,5439.0,0.4,6.5
DRV00045,2023-04-01,18,26922,57414.31,6.65,4043.5,0.556,7.1
DRV00045,2023-05-01,16,16916,34423.72,6.37,2690.6,0.438,6.6
DRV00045,2023-06-01,20,30057,62666.79,6.64,4678.8,0.3,5.6
DRV00045,2023-07-01,21,25278,58010.37,6.52,3891.1,0.333,6.7
DRV00045,2023-08-01,17,28070,54403.31,6.49,4400.1,0.412,7.0
DRV00045,2023-09-01,22,25795,56541.99,6.61,4009.9,0.455,6.7
DRV00045,2023-10-01,21,34354,70868.07,6.44,5304.5,0.571,6.2
DRV00045,2023-11-01,24,33456,68403.88,6.58,5155.8,0.542,6.9
DRV00045,2023-12-01,21,28182,66237.91,6.54,4361.7,0.476,7.0
DRV00045,2024-01-01,23,27902,58943.69,6.39,4381.8,0.304,6.8
DRV00045,2024-02-01,11,17692,36707.78,6.4,2743.7,0.545,7.6
DRV00045,2024-03-01,18,25633,51230.23,6.44,4134.4,0.722,6.7
DRV00045,2024-04-01,21,29280,59764.65,6.32,4639.5,0.381,5.9
DRV00045,2024-05-01,12,22425,46118.9,6.61,3377.6,0.5,6.8
DRV00045,2024-06-01,13,16072,34277.47,6.62,2451.3,0.385,6.6
DRV00045,2024-07-01,22,35250,67170.05,6.48,5506.8,0.318,6.8
DRV00045,2024-08-01,15,22949,49706.9,6.46,3522.9,0.4,6.4
DRV00045,2024-09-01,15,22636,48387.9,6.49,3501.5,0.6,6.1
DRV00045,2024-10-01,18,21913,45238.72,6.62,3338.0,0.222,8.8
DRV00045,2024-11-01,18,26618,61245.87,6.46,4178.8,0.556,6.0
DRV00045,2024-12-01,20,25696,52997.4,6.44,3967.4,0.45,6.8
DRV00047,2022-01-01,17,26279,52286.75,6.39,4204.2,0.471,6.1
DRV00047,2022-02-01,24,34875,78759.0,6.64,5241.5,0.458,7.0
DRV00047,2022-03-01,22,34730,76465.91,6.56,5328.0,0.545,7.4
DRV00047,2022-04-01,24,32054,68934.47,6.47,4999.9,0.458,6.6
DRV00047,2022-05-01,14,24642,57696.39,6.44,3850.6,0.714,7.4
DRV00047,2022-06-01,25,29135,61267.86,6.5,4450.5,0.48,6.6
DRV00047,2022-07-01,15,16088,34494.99,6.37,2525.4,0.6,7.0
DRV00047,2022-08-01,16,20483,42324.91,6.65,3093.1,0.438,5.1
DRV00047,2022-09-01,22,34888,70525.71,6.35,5452.4,0.455,7.3
DRV00047,2022-10-01,20,24725,52292.4,6.35,3900.2,0.55,6.7
DRV00047,2022-11-01,22,29949,63702.64,6.59,4539.1,0.318,7.6
DRV00047,2022-12-01,27,37591,77792.05,6.39,5897.2,0.519,7.2
DRV00047,2023-01-01,14,19397,40967.27,6.45,3003.2,0.429,6.5
DRV00047,2023-02-01,19,23695,52536.88,6.41,3807.2,0.474,6.4
DRV00047,2023-03-01,25,46700,102757.11,6.46,7262.1,0.56,7.2
DRV00047,2023-04-01,25,46273,106122.15,6.64,7031.8,0.56,7.5
DRV00047,2023-05-01,15,21817,44798.7,6.37,3424.9,0.533,7.4
DRV00047,2023-06-01,17,22723,48813.74,6.5,3538.1,0.647,5.7
DRV00047,2023-07-01,16,22963,49750.89,6.44,3594.5,0.375,8.2
DRV00047,2023-08-01,19,24655,54886.65,6.47,3798.8,0.579,6.4
DRV00047,2023-09-01,21,27233,61051.96,6.59,4150.3,0.381,6.6
DRV00047,2023-10-01,21,27642,58342.09,6.46,4201.4,0.429,6.9
DRV00047,2023-11-01,21,31555,71602.72,6.67,4768.3,0.524,6.5
DRV00047,2023-12-01,19,29530,59638.48,6.6,4571.8,0.211,5.9
DRV00047,2024-01-01,10,10552,20638.25,6.48,1681.2,0.6,7.2
DRV00047,2024-02-01,21,31959,64926.28,6.55,4883.6,0.286,6.1
DRV00047,2024-03-01,14,22487,44113.16,6.67,3335.8,0.357,6.8
DRV00047,2024-04-01,20,28684,63901.1,6.32,4464.3,0.35,6.4
DRV00047,2024-05-01,21,30510,66175.93,6.68,4586.3,0.381,6.7
DRV00047,2024-06-01,21,30262,69703.35,6.58,4650.9,0.286,6.7
DRV00047,2024-07-01,20,30028,65489.3,6.36,4626.8,0.3,8.3
DRV00047,2024-08-01,17,28838,62698.5,6.56,4463.7,0.353,8.4
DRV00047,2024-09-01,14,22534,49768.37,6.55,3449.0,0.5,7.3
DRV00047,2024-10-01,21,31034,61515.24,6.53,4752.5,0.524,6.4
DRV00047,2024-11-01,27,41114,82290.32,6.67,6251.4,0.407,6.4
DRV00047,2024-12-01,13,19547,41156.38,6.72,2962.5,0.231,6.9
DRV00049,2022-01-01,15,19982,41820.01,6.5,3151.5,0.333,8.3
DRV00049,2022-02-01,16,32230,68148.62,6.63,4950.6,0.562,6.9
DRV00049,2022-03-01,20,26471,59985.83,6.56,4087.4,0.45,6.6
DRV00049,2022-04-01,15,25650,55193.99,6.54,3952.8,0.4,6.0
DRV00049,2022-05-01,22,27462,58210.29,6.55,4286.1,0.455,8.0
DRV00049,2022-06-01,18,26292,56814.24,6.58,4089.2,0.333,5.6
DRV00049,2022-07-01,20,26679,52276.41,6.76,3963.6,0.6,7.1
DRV00049,2022-08-01,18,25778,49398.92,6.57,4043.9,0.5,6.4
DRV00049,2022-09-01,23,31702,63303.14,6.67,4742.1,0.565,7.7
DRV00049,2022-10-01,22,29019,58429.29,6.48,4579.8,0.5,7.0
DRV00049,2022-11-01,19,25886,52577.21,6.82,3812.2,0.421,7.1
DRV00049,2022-12-01,18,25150,55850.88,6.34,3985.2,0.5,8.0
DRV00049,2023-01-01,18,20312,40742.2,6.61,3150.5,0.389,7.6
DRV00049,2023-02-01,14,20131,44500.52,6.36,3169.4,0.5,6.1
DRV00049,2023-03-01,13,21366,48143.13,6.66,3261.6,0.308,6.4
DRV00049,2023-04-01,12,14597,27935.6,6.53,2240.7,0.417,6.1
DRV00049,2023-05-01,19,30340,70314.8,6.7,4495.2,0.368,7.3
DRV00049,2023-06-01,14,15490,34398.62,6.57,2353.2,0.429,6.8
DRV00049,2023-07-01,15,15640,31518.71,6.46,2461.6,0.4,5.6
DRV00049,2023-08-01,13,20574,46126.97,6.58,3222.6,0.692,6.5
DRV00049,2023-09-01,21,36145,79390.27,6.42,5730.8,0.381,6.3
DRV00049,2023-10-01,18,32850,68749.08,6.46,5162.8,0.333,7.4
DRV00049,2023-11-01,16,23686,49562.61,6.53,3670.7,0.25,8.1
DRV00049,2023-12-01,12,17495,39189.44,6.77,2631.9,0.667,6.1
DRV00049,2024-01-01,14,17279,39147.9,6.63,2629.0,0.357,6.7
DRV00049,2024-02-01,19,20131,42883.81,6.6,3012.5,0.421,7.0
DRV00049,2024-03-01,12,17254,35823.97,6.48,2699.7,0.25,5.9
DRV00049,2024-04-01,24,32815,67554.12,6.46,5175.8,0.5,7.0
DRV00049,2024-05-01,15,19798,41051.21,6.66,2936.9,0.267,7.8
DRV00049,2024-06-01,20,25089,59455.07,6.65,3804.1,0.6,6.9
DRV00049,2024-07-01,16,22827,55725.66,6.58,3485.8,0.75,7.9
DRV00049,2024-08-01,19,23675,53638.42,6.5,3792.3,0.526,7.6
DRV00049,2024-09-01,16,27655,62689.43,6.45,4404.6,0.438,6.7
DRV00049,2024-10-01,16,22864,48807.97,6.29,3701.4,0.562,5.6
DRV00049,2024-11-01,19,34153,75611.55,6.37,5459.8,0.474,8.2
DRV00049,2024-12-01,22,34399,76459.27,6.58,5218.0,0.318,6.4
DRV00050,2022-01-01,23,34500,74816.94,6.52,5259.2,0.391,6.8
DRV00050,2022-02-01,17,20163,42751.42,6.52,3144.8,0.294,7.0
DRV00050,2022-03-01,14,18182,42027.89,6.47,2804.9,0.429,7.1
DRV00050,2022-04-01,11,20092,48810.77,6.5,3141.4,0.273,7.0
DRV00050,2022-05-01,11,15688,33504.83,6.12,2572.4,0.273,8.2
DRV00050,2022-06-01,17,22413,47286.62,6.5,3508.0,0.235,7.9
DRV00050,2022-07-01,16,22837,50977.59,6.4,3681.4,0.5,6.6
DRV00050,2022-08-01,21,31865,68411.46,6.38,5081.3,0.381,7.4
DRV00050,2022-09-01,23,27685,53366.35,6.48,4295.2,0.391,6.7
DRV00050,2022-10-01,17,18766,39553.49,6.51,2879.6,0.529,7.3
DRV00050,2022-11-01,19,24752,53495.99,6.63,3680.5,0.421,6.4
DRV00050,2022-12-01,15,17510,34230.73,6.26,2880.5,0.6,6.8
DRV00050,2023-01-01,19,34942,75932.13,6.36,5500.7,0.421,7.9
DRV00050,2023-02-01,22,35120,73308.34,6.47,5489.1,0.5,7.6
DRV00050,2023-03-01,22,33346,70196.3,6.37,5144.3,0.591,7.1
DRV00050,2023-04-01,15,19175,39498.79,6.61,2975.3,0.4,8.3
DRV00050,2023-05-01,17,25705,60303.26,6.71,3801.1,0.471,7.4
DRV00050,2023-06-01,16,25969,58799.58,6.56,3990.8,0.5,7.9
DRV00050,2023-07-01,20,28443,59618.08,6.52,4402.4,0.4,7.1
DRV00050,2023-08-01,15,20246,42845.76,6.56,3153.7,0.6,6.7
DRV00050,2023-09-01,13,18024,35917.72,6.58,2770.4,0.385,6.6
DRV00050,2023-10-01,18,25098,52984.65,6.52,3846.3,0.5,6.6
DRV00050,2023-11-01,23,33958,78078.12,6.77,5082.1,0.478,7.1
DRV00050,2023-12-01,22,28142,64046.27,6.37,4392.6,0.5,7.2
DRV00050,2024-01-01,19,34257,71618.71,6.5,5399.6,0.632,7.8
DRV00050,2024-02-01,22,32742,73588.87,6.71,4881.0,0.636,7.5
DRV00050,2024-03-01,13,15576,33485.75,6.28,2464.2,0.538,6.0
DRV00050,2024-04-01,14,15110,30183.77,6.7,2247.7,0.643,7.1
DRV00050,2024-05-01,21,24641,51361.27,6.6,3747.5,0.429,6.9
DRV00050,2024-06-01,23,32212,71128.8,6.41,5099.7,0.348,8.4
DRV00050,2024-07-01,20,28534,60175.55,6.32,4593.2,0.4,7.9
DRV00050,2024-08-01,22,27084,58101.56,6.38,4331.3,0.273,6.0
DRV00050,2024-09-01,23,34748,76367.38,6.55,5306.7,0.435,7.0
DRV00050,2024-10-01,20,24601,53369.49,6.16,3993.6,0.3,7.4
DRV00050,2024-11-01,21,28343,59359.79,6.34,4554.8,0.476,6.0
DRV00050,2024-12-01,14,17272,37814.03,6.44,2692.3,0.357,7.1
DRV00051,2022-01-01,22,39222,85580.77,6.49,6016.8,0.455,8.1
DRV00051,2022-02-01,14,19935,42502.07,6.41,3170.5,0.5,7.1
DRV00051,2022-03-01,20,24210,55575.32,6.64,3701.7,0.5,8.0
DRV00051,2022-04-01,20,25075,49765.79,6.59,3866.0,0.55,7.5
DRV00051,2022-05-01,14,19297,40387.19,6.53,2986.7,0.429,7.4
DRV00051,2022-06-01,23,30049,67810.34,6.26,4878.3,0.304,5.9
DRV00051,2022-07-01,20,29149,61236.14,6.42,4569.7,0.5,7.6
DRV00051,2022-08-01,20,33599,64902.98,6.55,5190.0,0.4,6.4
DRV00051,2022-09-01,17,29263,64553.67,6.57,4502.6,0.588,7.2
DRV00051,2022-10-01,30,45116,95042.88,6.47,6926.6,0.4,7.1
DRV00051,2022-11-01,19,25205,57830.71,6.36,4010.7,0.368,6.7
DRV00051,2022-12-01,24,32523,73357.93,6.6,4997.6,0.542,6.1
DRV00051,2023-01-01,23,30279,64387.61,6.51,4640.7,0.304,6.9
DRV00051,2023-02-01,17,20518,45043.41,6.64,3083.1,0.471,7.4
DRV00051,2023-03-01,19,29227,59793.33,6.18,4812.7,0.316,7.1
DRV00051,2023-04-01,27,44564,98341.79,6.44,6977.6,0.481,7.7
DRV00051,2023-05-01,20,31804,68970.58,6.56,4916.8,0.25,7.5
DRV00051,2023-06-01,23,38539,83129.08,6.32,6191.9,0.565,7.2
DRV00051,2023-07-01,16,21105,42491.93,6.52,3220.8,0.625,7.0
DRV00051,2023-08-01,13,22060,45842.7,6.56,3407.1,0.308,6.5
DRV00051,2023-09-01,25,42154,88290.48,6.64,6354.1,0.28,7.4
DRV00051,2023-10-01,18,28239,57066.62,6.32,4502.4,0.389,7.2
DRV00051,2023-11-01,21,31796,70610.16,6.47,4910.6,0.524,7.1
DRV00051,2023-12-01,18,30200,66799.63,6.61,4596.1,0.333,6.4
DRV00051,2024-01-01,21,28189,64156.98,6.56,4324.4,0.381,7.2
DRV00051,2024-02-01,15,25103,48370.96,6.49,3876.7,0.467,6.6
DRV00051,2024-03-01,20,29969,67394.69,6.25,4846.5,0.6,7.0
DRV00051,2024-04-01,15,22240,47574.44,6.77,3277.6,0.333,5.7
DRV00051,2024-05-01,20,23876,54851.86,6.71,3624.8,0.45,6.7
DRV00051,2024-06-01,28,34660,79281.77,6.6,5397.3,0.429,6.6
DRV00051,2024-07-01,18,29264,61877.7,6.51,4582.8,0.5,7.2
DRV00051,2024-08-01,22,34903,73564.49,6.6,5360.4,0.5,7.1
DRV00051,2024-09-01,19,22982,48802.06,6.48,3647.1,0.421,7.1
DRV00051,2024-10-01,23,41573,91027.94,6.49,6509.1,0.348,8.0
DRV00051,2024-11-01,19,31161,64084.29,6.57,4773.2,0.421,7.5
DRV00051,2024-12-01,20,27629,61544.01,6.45,4373.2,0.4,6.3
DRV00053,2022-01-01,19,28282,62395.9,6.45,4481.5,0.421,8.1
DRV00053,2022-02-01,26,40638,93467.91,6.29,6535.6,0.577,7.0
DRV00053,2022-03-01,14,14559,33419.08,6.56,2248.5,0.357,5.9
DRV00053,2022-04-01,22,29923,61900.84,6.61,4578.7,0.364,7.7
DRV00053,2022-05-01,13,14816,32357.84,6.25,2472.7,0.462,8.1
DRV00053,2022-06-01,20,28437,58673.46,6.79,4211.3,0.4,7.9
DRV00053,2022-07-01,16,22407,48120.46,6.73,3309.6,0.375,6.6
DRV00053,2022-08-01,10,12425,26720.5,6.22,1972.1,0.5,6.3
DRV00053,2022-09-01,23,31979,71194.82,6.48,4858.0,0.478,7.1
DRV00053,2022-10-01,21,24044,53549.7,6.57,3736.3,0.524,6.5
DRV00053,2022-11-01,12,15957,35700.01,6.47,2560.7,0.417,8.6
DRV00053,2022-12-01,10,12399,29212.09,6.57,1865.1,0.3,8.4
DRV00053,2023-01-01,21,21176,40920.4,6.75,3141.0,0.476,6.7
DRV00053,2023-02-01,17,24635,53562.65,6.39,3894.3,0.235,5.8
DRV00053,2023-03-01,15,28912,62177.05,6.28,4639.5,0.267,7.7
DRV00053,2023-04-01,19,27197,52411.06,6.37,4291.9,0.474,7.1
DRV00053,2023-05-01,21,33031,68642.97,6.4,5125.3,0.381,7.4
DRV00053,2023-06-01,15,22813,46747.02,6.24,3708.7,0.4,6.5
DRV00053,2023-07-01,15,16537,36349.16,6.37,2600.5,0.667,7.5
DRV00053,2023-08-01,14,20215,45185.52,6.42,3222.8,0.286,6.0
DRV00053,2023-09-01,22,31282,65390.01,6.64,4680.2,0.364,6.8
DRV00053,2023-10-01,19,22482,51493.21,6.35,3506.1,0.579,6.9
DRV00053,2023-11-01,23,32947,70725.72,6.54,5092.3,0.609,7.6
DRV00053,2023-12-01,20,32602,65635.62,6.44,5111.2,0.45,6.8
DRV00053,2024-01-01,25,37475,84247.81,6.64,5677.1,0.48,7.1
DRV00053,2024-02-01,14,18211,40241.01,6.52,2792.6,0.286,6.6
DRV00053,2024-03-01,23,31819,65799.54,6.45,4958.3,0.391,7.8
DRV00053,2024-04-01,15,13824,29729.84,6.36,2163.0,0.6,7.4
DRV00053,2024-05-01,18,27714,57907.35,6.64,4181.8,0.444,6.6
DRV00053,2024-06-01,24,38491,80331.86,6.42,5973.9,0.583,6.4
